restrictions,directeds,rejects,iter,changes, time
0,0,0,0,[48]0.0481381416321
0,0,0,0,-10.572793006897
0,0,0,0,-10.0695838928223
0,0,0,1,[48]0.0451068878174
0,0,0,1,-10.0822598934174
0,0,0,1,-10.0687649250031
0,0,0,2,[48]0.043420791626
0,0,0,2,-10.0827209949493
0,0,0,2,-10.0824139118195
0,0,0,3,[48]0.0432798862457
0,0,0,3,-10.0806670188904
0,0,0,3,-10.0690870285034
0,0,0,4,[48]0.0436251163483
0,0,0,4,-10.0805990695953
0,0,0,4,-10.0692100524902
0,0,0,5,[48]0.0431530475616
0,0,0,5,-10.081521987915
0,0,0,5,-10.0814809799194
0,0,0,6,[48]0.0434679985046
0,0,0,6,-10.0807569026947
0,0,0,6,-10.0689918994904
0,0,0,7,[48]0.0436298847198
0,0,0,7,-10.0809710025787
0,0,0,7,-10.0689599514008
0,0,0,8,[48]0.0444009304047
0,0,0,8,-10.0945019721985
0,0,0,8,-10.0688650608063
0,0,0,9,[48]0.0434608459473
0,0,0,9,-10.0808970928192
0,0,0,9,-10.06893491745
0,0,0,10,[48]0.0432839393616
0,0,0,10,-10.0812170505524
0,0,0,10,-10.0689330101013
0,0,0,11,[48]0.0438439846039
0,0,0,11,-10.094514131546
0,0,0,11,-10.0703551769257
0,0,0,12,[48]0.0432548522949
0,0,0,12,-10.0804181098938
0,0,0,12,-10.0691559314728
0,0,0,13,[48]0.0431549549103
0,0,0,13,-10.0806441307068
0,0,0,13,-10.0692892074585
0,0,0,14,[48]0.0432538986206
0,0,0,14,-10.0937321186066
0,0,0,14,-10.0691449642181
0,0,0,15,[48]0.0428760051727
0,0,0,15,-10.0810241699219
0,0,0,15,-10.0686891078949
0,0,0,16,[48]0.043496131897
0,0,0,16,-10.0815410614014
0,0,0,16,-10.0683000087738
0,0,0,17,[48]0.0431640148163
0,0,0,17,-10.0937659740448
0,0,0,17,-10.0689489841461
0,0,0,18,[48]0.0439999103546
0,0,0,18,-10.0809900760651
0,0,0,18,-10.0682990550995
0,0,0,19,[48]0.0434989929199
0,0,0,19,-10.0812480449677
0,0,0,19,-10.0812559127808
0,0,0,20,[48]0.0437099933624
0,0,0,20,-10.0817179679871
0,0,0,20,-10.0691649913788
0,0,0,21,[48]0.0438280105591
0,0,0,21,-10.0806338787079
0,0,0,21,-10.068519115448
0,0,0,22,[48]0.0437109470367
0,0,0,22,-10.080738067627
0,0,0,22,-10.0800659656525
0,0,0,23,[48]0.0434720516205
0,0,0,23,-10.0816071033478
0,0,0,23,-10.0692360401154
